,brands,code,product_name,energy-kcal_value,energy-kj_value,carbohydrates_value,sugars_value,fat_value,saturated-fat_value,proteins_value,fiber_value,salt_value,sodium_value,nova-group,nutrition-score-fr,fruits-vegetables-nuts-estimate-from-ingredients_100g
3244,"Nestlé, Garden gourmet",7613035982055,"Le Gourmand Soja, Poivre et Persil",173.0,729.0,10.4,3.0,4.8,0.4,20.0,4.3,1.1,0.44,4.0,-2.0,12.9983333333333
3245,Harrys,3228850006035,Pain de mie longue conservation,283.0,1181.0,50.2,6.5,4.3,0.5,9.0,3.7,1.25,0.5,4.0,6.0,7.64772727272727
3246,Tipiak,3165440006702,Couscous sachet cuisson,361.0,,72.0,3.4,1.8,0.3,13.0,3.7,0.0,0.0,1.0,-2.0,0.0
3247,Tropicana,3502110003201,Tropicana Multivitamines 1 L,48.0,204.0,12.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,22.2222222222222
3248,"Tuc,LU,Mondelēz",5410041143508,Gout Bacon,479.0,2011.0,66.0,7.0,19.0,8.9,8.5,2.4,2.2,0.88,4.0,26.0,1.1
3249,TOO GOOD,3245550078674,Saveur Barbecue,405.0,1705.0,56.3,6.9,9.7,0.9,18.9,8.5,1.62,0.648,4.0,10.0,3.31
3250,Maître Jean Pierre,4056489007173,Pain de mie,273.0,,51.0,9.2,3.7,0.4,7.8,2.4,1.0,0.4,4.0,6.0,4.6
3251,Haribo,3103220044544,220G TAGADA DOYPACK HARIBO,108.9,,26.4,22.2,0.15,0.03,0.78,,0.003,0.0012,4.0,19.0,6.71875
3252,Lotus,5410126004021,LOTUS DINOSAURUS Original Chocolat 225g (4x3p),496.0,2076.0,65.0,30.0,23.0,12.0,5.8,2.7,0.53,0.212,4.0,26.0,0.0816446940104214
3253,Suzi Wan,4002359650178,Vermicelles de Riz,134.0,,30.7,0.5,0.6,0.1,2.2,0.7,10.0,4.0,1.0,1.0,0.0
3254,Carrefour,3270190207696,Emmental Râpé Fondant,369.0,1532.0,1.0,0.5,29.0,19.0,27.0,1.2,0.7,0.28,3.0,10.0,0.0
3255,Le Ster,3252755250002,Madeleines Longues Marbrées chocolat,442.0,1849.0,54.0,29.0,22.0,2.8,6.3,1.6,1.0,0.4,4.0,19.0,21.5
3256,"Kölln, Peter Kölln GmbH & Co. KGaA",4000540000108,Blütenzarte Kölln Flocken 100% Vollkorn-Hafer,361.0,1520.0,56.0,1.2,6.7,1.3,14.0,11.0,0.0,0.0,1.0,-5.0,0.0
3257,Tipiak,3165440007808,Chapelure dorée,360.0,,79.5,4.3,1.6,0.4,9.5,4.5,1.18,0.472,3.0,5.0,0.0
3258,Céréal Bio,3175681216273,Galettes boulghour de blé,222.0,933.0,28.0,3.5,7.4,1.7,8.5,4.8,0.95,0.38,4.0,3.0,5.14895833333332
3259,"Elle & vire, Savencia",3451790439353,Elle & vire creme fraiche epaisse entiere 30%mg poche 324g,292.0,1202.0,3.1,3.1,30.0,21.0,2.3,0.0,0.08,0.032,1.0,16.0,0.0
3260,Barilla,8076809513692,Napoletana,67.0,,6.2,5.2,3.7,0.4,1.4,1.8,0.96,0.384,4.0,0.0,87.8
3261,Pierre Martinet,3281780889994,Salade de quinoa aux légumes,178.0,745.0,22.0,2.4,7.3,0.6,4.5,3.1,0.83,0.332,4.0,4.0,32.7567019400353
3262,Quaker,8710100126402,Quaker Cruesli Frutta Secca,462.0,,57.0,12.0,19.0,2.0,8.5,10.0,0.01,0.004,4.0,1.0,10.7
3263,Bonduelle,3083681085860,Pois Chiches cuits dans très peu de jus,120.0,502.0,14.7,0.5,2.2,0.2,6.4,7.7,0.6,0.24,3.0,-10.0,85.5180309101317
3264,Kikkoman,8715035130302,Sauce soja teneur réduite en sel,17.8,,1.28,0.76,0.0,,1.94,,1.84,0.736,3.0,22.0,20.8333333333333
3265,Hacendado,8480000171313,Tomate frito receta artesana,201.0,833.0,14.3,12.5,15.0,2.1,1.6,,0.9,0.36,3.0,9.0,78.75
3266,Quaker,5000108478119,Quaker Flocons d'avoine,374.0,,60.0,1.1,8.0,1.5,11.0,9.0,0.0,0.0,1.0,-4.0,0.0
3267,Hacendado,8480000141576,Rebuenas,484.615384615385,2028.0,70.3846153846154,33.4615384615385,20.7692307692308,7.69230769230769,6.53846153846154,5.0,0.0,0.0,4.0,20.0,0.0
3268,D'aucy,3017800078846,Haricots rouges Cultivés en France d'aucy 250g,96.0,404.0,12.0,0.5,0.7,0.1,7.2,6.5,0.53,0.212,4.0,-4.0,50.0
3269,Fleury Michon,3302740050268,Jambon Simplement Bio - Conservation sans nitrite,118.0,498.0,0.7,0.7,3.5,1.3,21.0,,1.8,0.72,4.0,8.0,17.525
3270,Kara,8997212610412,Organic Coconut Milk,178.0,,2.4,1.8,18.0,17.0,2.0,0.0,0.04,0.016,1.0,12.0,100.0
3271,Hacendado,8480000140159,Tortitas de maiz 54% chocolate negro,476.0,1995.0,64.0,33.0,21.0,13.0,6.0,3.5,0.43,0.172,4.0,25.0,0.0
3272,"Fin Carré, lidl",20368197,Weiße Schokolade,571.0,2381.0,52.8,52.2,37.1,23.0,6.3,0.5,0.35,0.14,4.0,33.0,0.0
3273,Paulaner,4066600603405,Paulaner Spezi,37.0,155.0,9.2,9.2,0.0,0.0,0.0,,0.04,0.016,4.0,11.0,3.4
3274,Hacendado,8480000154361,Miel de Flores,333.0,,83.0,79.0,0.0,,0.5,,0.04,0.016,2.0,19.0,0.0
3275,"Boursin,Boursin atartiner/core cheese",3073781091861,Boursin® Onctueux Ail & Fines Herbes,290.0,1198.0,3.0,2.5,28.0,19.0,6.5,,1.1,0.44,3.0,16.0,3.99652777777778
3276,Amora,8710522924327,AMORA Mayonnaise 5 Ingrédients Tube 175g,692.0,2896.0,0.5,0.5,76.0,6.4,1.2,0.5,1.1,0.44,2.0,6.0,0.0
3277,Fleury Michon,3302740067952,Le moelleux,113.0,,11.0,2.6,4.6,0.4,6.8,0.0,1.6,0.64,4.0,6.0,9.95238095238095
3278,Hacendado,8480000223135,natural,62.0,258.0,4.1,4.1,3.4,2.2,3.7,,0.1,0.04,3.0,2.0,0.0
3279,Heinz,8715700117829,Heinz Mayonesa,644.0,2650.0,3.0,1.5,70.0,5.3,0.8,0.0,1.0,0.4,3.0,16.0,68.0
3280,Ricola,7610700015445,50G RICOLA CITRON MELISSE,238.0,991.0,97.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.0,2.0,0.15
3281,Linwoods,5016887003503,Cold Milled Flaxseed,526.0,2173.0,6.5,1.6,41.0,4.9,23.0,20.0,0.21,0.084,1.0,-9.0,0.0
3282,Hacendado,8480000160447,Tomate triturado,28.0,117.0,5.5,4.0,0.0,0.0,0.8,,0.4925,0.197,3.0,-2.0,99.508
3283,Tesco,5000436338826,Semi Skimmed Milk,50.0,209.0,4.8,4.8,1.8,,3.6,,,,1.0,,0.0
3284,"Dairy Manor, Morning Fresh",20434861,Краве масло 80.5%,745.0,,0.6,0.1,82.2,52.1,0.6,0.0,1.475,0.59,2.0,26.0,0.0
3285,Clarks,5060040110010,Clarks Original Maple Syrup 180Ml,269.0,1144.0,67.0,55.0,0.5,0.1,0.5,0.0,0.04,0.016,4.0,18.0,37.5
3286,Hacendado,8480000862020,Pistacho tostado sal,617.0,,14.6,8.3,51.1,6.4,24.8,10.0,0.79,0.316,3.0,2.0,98.4
3287,Quaker,5000108675495,So Simple Original Family Pack Porridge,370.0,1557.0,59.0,1.0,7.7,1.3,11.0,9.0,0.0,0.0,2.0,-4.0,0.0
3288,Aspall,5012845032660,Apple Cider Vinegar,18.0,77.0,0.5,0.5,0.5,0.1,0.5,0.0,0.1,0.04,,,0.0
3289,Barilla,8076809582643,Pesto Basilico Limone,442.0,1827.0,13.0,3.2,41.0,3.9,2.9,4.9,1.9,0.76,4.0,15.0,43.9
3290,Sicam,6194055500135,Double Concentré de Tomates,84.0,354.0,15.9,13.8,0.6,0.2,3.9,3.8,0.13,0.052,1.0,-3.0,100.0
3291,Jaouda,6111242101197,,45.0,188.0,4.9,0.0,1.5,0.0,3.1,0.0,0.0,0.0,,-4.0,0.0
3292,Appletizer,5449000227409,Appletiser,46.0,,10.8,10.2,0.0,,0.0,,,,,,0.0
3293,Paysan Breton,3236240070313,Cream Cheese,252.0,1039.0,3.0,3.0,24.0,17.0,5.9,,1.1,0.44,3.0,16.0,0.0
3294,Hacendado,8480000600158,Cocktail Tostado 0% Sal Añadida,621.0,,5.7,5.7,53.7,7.4,22.5,13.7,,,1.0,,95.0
3295,"Taste Of,Lidl",4056489365310,Medium Egg Noodles,302.0,,58.1,1.5,1.9,0.4,11.3,3.8,0.62,0.248,3.0,0.0,0.0
3296,Lidl,4056489695332,unsweetened Almond milk,16.0,,0.0,,1.5,0.1,0.5,0.2,0.15,0.06,4.0,1.0,2.37499999999999
3297,Cully & Sully,5391511420209,"Cully & sully, Chicken Vegetable Soup",68.0,,4.7,2.3,4.3,2.6,1.9,1.3,0.7875,0.315,4.0,5.0,32.787
3298,Jaouda,6111242102194,Ghani,76.0,,12.1,,1.6,,3.2,,,,4.0,,0.0
3299,SO,00410205,Scottish porridge oats,363.0,,60.5,1.1,7.0,1.0,10.3,8.3,0.0,0.0,1.0,-5.0,0.0
3300,,6111242040847,Leader Chips saveur Sel,575.2,,52.4,0.2,37.7,17.8,6.6,,1.8,0.72,4.0,25.0,0.0
3301,Sainsbury's,00636186,Gnocchi,160.0,,34.3,,0.5,,3.3,,,,4.0,,0.0
3302,,6111246250075,Rafiaa,,,,,,,,,,,,,0.0
3303,,6111246203330,,,,,,,,,,,,,,0.0
3304,Hacendado,8402001012051,Yogur griego ligero,48.0,254.0,3.76,0.0,1.6,1.12,4.64,0.0,0.0,0.0,4.0,0.0,0.0
3305,,6111018908241,Nido,498.0,,41.6,40.1,26.1,17.3,24.1,0.0,0.0,0.0,,,
3306,,6111250010948,SMOOZY,9.0,,83.0,8.9,1.2,0.8,9.0,,9.0,3.6,,21.0,0.0
3307,Excelo,6111259343788,Belépi,424.0,1773.0,68.26,26.42,14.2,6.76,5.83,,0.48,0.192,,20.0,
3308,Saveurs de nos Régions,4056489843412,Pâte à tartiner,555.0,2314.0,49.0,48.0,35.0,8.8,9.3,4.7,0.16,0.064,4.0,25.0,52.6904761904762
3309,Milbona,4056489801788,,83.0,,7.7,5.9,1.3,0.9,10.0,0.0,0.1975,0.079,4.0,-2.0,0.0
3310,Wasa,7300400483063,Wasa tartine croustillante sensation aux graines de chia & touche de sel 245g,339.0,1427.0,58.0,0.5,3.0,0.4,10.0,20.0,1.2,0.48,3.0,-3.0,0.0
3311,jaouda,6111266962774,6111266962774,52.8,170.5,4.7,0.0,2.4,1.7,3.1,,0.2,0.08,,0.0,0.0
3312,wafer sandwich,6291003092497,BREAKSTA Tiffany,,,,,,,,,,,,,
3313,,3600540539397,Ultra doux,,,,,,,,,,,4.0,,4.55162741843651e-05
3314,Tropicana,3502110009401,Tropicana 100% oranges pressées avec pulpe 1 L,42.0,179.0,8.6,8.6,0.0,0.0,0.8,0.8,0.0,0.0,1.0,4.0,100.0
3315,Danone,3033490165000,Gervita nature,134.0,,3.7,3.7,10.2,7.1,6.9,,0.09,0.036,4.0,7.0,0.0
3316,"Carrefour BIO, Carrefour",3560070710713,Pan tostado integral,375.0,1585.0,69.0,4.0,4.0,0.5,12.0,7.5,1.4,0.56,4.0,6.0,0.0
3317,Sojasun,3273220081068,Nature sans sucres,41.0,173.0,0.0,0.0,2.4,0.4,4.6,0.0,0.0,0.0,4.0,-1.0,0.0
3318,"Cruesli,PepsiCo,QUAKER,Quarker",3168930009788,Quaker Cruesli Chocolat noisette,446.0,1847.0,62.0,16.0,16.0,2.5,7.4,10.0,0.0,0.0,4.0,6.0,2.3203125
3319,Boss,3123349014556,Jus joker multifruit,47.0,197.0,11.0,10.0,0.0,0.0,0.0,,0.0,0.0,1.0,9.0,45.8333333333334
3320,"Danone,Hipro,Hipro spoon",3033491482892,Hipro fruit citron 160 g x 2,53.0,225.0,3.7,3.3,0.1,0.1,9.3,,,,4.0,,5.533046875
3321,Les 2 Vaches,3661344221796,Framboise délicate,90.0,378.0,12.1,12.0,2.8,1.9,3.8,,0.14,0.056,4.0,4.0,7.9
3322,Blini,3292070001576,Houmous,271.0,1120.0,8.4,0.7,22.2,1.9,5.8,7.4,1.19,0.476,3.0,2.0,69.0714285714286
3323,Barilla,8076800195019,Capellini (Spagetti) Nr. 1,359.0,1521.0,71.0,3.5,2.0,0.5,13.0,3.0,0.01,0.004,1.0,0.0,0.0
3324,Barilla,8076800105735,Penne Rigate,359.0,1521.0,71.0,3.5,2.0,0.5,13.0,3.0,0.01,0.004,1.0,0.0,0.0
3325,Amora,8711200552795,Amora Mayonnaise De Dijon Bocal 235g,651.0,2713.0,2.0,1.4,70.0,6.3,1.2,0.6,1.8,0.72,4.0,11.0,24.4454545454545
3326,Ovive,3392780002648,Truite Fumée de France,155.0,648.0,0.5,0.5,7.4,1.2,22.0,,3.0,1.2,3.0,16.0,0.0
3327,"Jardin bio, Léa Nature, Jardin Bio Eric",3478820043625,Spaghetti au Quinoa Tomate,366.0,1551.0,74.0,2.5,1.9,0.25,11.0,4.5,0.017,0.0068,4.0,-2.0,0.0
3328,Régilait,3043934243911,Tube caramel beurre salé,385.0,1620.0,63.0,63.0,14.0,9.5,1.8,,0.8,0.32,4.0,31.0,0.0
3329,"Asturiana, CENTRAL LECHERA ASTURIANA",8410297132209,Mantequilla,742.0,,0.4,0.4,82.0,55.0,0.6,,0.03,0.012,,20.0,0.0
3330,"Danone, Hipro",3033491690334,HiPRO Saveur Coco,56.0,,3.7,3.1,0.4,0.4,9.4,,0.0875,0.035,,-3.0,0.0
3331,"LIDL, PRIMADONNA",4056489095897,Huile d'olive vierge extra origine Espagne extraite à froid bio,120.0,,0.0,,14.0,2.0,0.0,,0.0,0.0,2.0,0.0,100.0
3332,Nixe,20043384,Filets de maquereaux aux vin blanc et aux aromates,154.0,,0.5,,11.0,,13.0,,,,4.0,,10.1
3333,Hacendado,8480000171122,Fritada pisto,92.0,,10.0,8.0,4.8,0.6,1.2,,0.4925,0.197,,5.0,8.51736111111111
3334,Marie,3248832960209,Penne au Poulet et au Pesto,186.0,778.0,20.0,1.6,7.9,1.5,8.0,1.2,0.65,0.26,3.0,3.0,25.6916666666667
3335,Fleury Michon,3302740484100,Le Chili Con Carne et son riz blanc,118.0,495.0,14.0,1.3,3.3,1.1,6.2,3.7,0.65,0.26,3.0,2.0,36.9375
3336,Hacendado,8480000070326,Caldo de verduras,5.0,,0.5,0.5,0.6,0.2,0.5,0.5,0.7,0.28,4.0,3.0,13.725
3337,Kinder,80177616,Chocolate,566.0,2360.0,53.5,53.3,35.0,22.6,8.7,,0.313,0.1252,4.0,33.0,0.0
3338,Vico,3336972006014,L'extra craquante nature,526.0,2190.0,47.0,0.61,34.0,2.8,5.9,4.5,1.3,0.52,3.0,12.0,0.0
3339,Bee’s,5425600101370,Miel,321.0,,79.3,79.3,0.1,,0.5,,0.02,0.008,2.0,,0.0
3340,gullón,8410376051940,Mini Bites Quinoa & Chía,479.0,2006.0,58.0,6.2,22.0,2.0,8.2,8.3,2.8,1.12,3.0,15.0,1.25
3341,Schogetten,4000607852008,Dark Chocolate,525.0,2186.0,50.0,47.0,31.0,19.0,6.4,,0.01,0.004,4.0,29.0,0.0
3342,violife,5202390013836,Creamy Original Flavour,239.0,987.0,8.0,0.0,23.0,21.0,0.0,,1.2,0.48,4.0,17.0,0.6
3343,Jordans,5010477323194,Frusli Juicy Blueberries Chewy Cereal Bars 6 x (180g),385.0,,72.900001525879,28.60000038147,6.9000000953674,1.5,5.6999998092651,4.9,0.029999999329448,0.012,4.0,10.0,48.3
3344,Amora,8720182461247,Amora Moutarde Forte Verre 185g,144.0,600.0,2.6,2.0,10.0,0.7,7.6,3.8,4.9,1.96,3.0,20.0,0.0
3345,KP,5000237127322,Original Salted Peanuts,615.0,2545.0,5.6,5.1,51.0,8.1,30.0,8.5,1.2,0.48,3.0,4.0,74.4
3346,Nordpak,4088600041476,Spreadable Lighter,519.0,2135.0,0.7,0.5,57.0,24.0,0.6,0.5,0.9,0.36,2.0,17.0,25.0
3347,innovit,8723300710753,Skin Hair Nails,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,0.0
3348,Mido,6111069000499,Maïs doux,82.0,,14.0,6.7,1.4,0.4,2.5,,0.5,0.2,3.0,2.0,83.3138856476079
3349,Soreen,5088722225852,Sliced Malt Loaf,304.0,,63.0,16.0,1.8,0.4,7.9,3.2,0.5,0.2,4.0,5.0,14.1625
3350,Deliciously Ella,5060482840186,Cacao & Almond Oat Bars,436.0,1825.0,55.8,25.6,19.2,9.6,7.4,5.2,0.36,0.144,3.0,15.0,13.5
3351,Tesco,5057545918791,Finest Wholemeal Loaf,220.0,,36.9,2.8,1.7,0.4,11.0,6.3,1.3,0.52,4.0,1.0,0.114322916666666
3352,Fourat,6191540700087,eau minérale naturelle,,,0.0,,0.0,0.0,0.0,,55.3,22.12,1.0,0.0,0.0
3353,Bertolli,8719200238657,Bertolli light,346.0,,1.2,0.5,38.0,8.6,0.5,,0.8,0.32,4.0,8.0,31.0
3354,"Baresa, Lidl, Lidl Baresa",4056489632078,Wholewheat Fusilli,344.0,1456.0,65.0,3.4,1.9,0.4,13.0,7.4,0.01,0.004,1.0,-5.0,0.0
3355,Waitrose,5000169305348,White Sourdough Bread,230.0,,44.2,1.8,1.5,0.2,8.5,3.0,0.81,0.324,3.0,3.0,0.0
3356,Yeo Valley,5036589253471,Super thick organic kerned yogurt,57.0,,3.5,3.5,0.5,0.30000001192093,10.0,,0.10000000149012,0.04,1.0,-3.0,0.0
3357,Aicha,6111021023009,Concentré de tomates,119.0,,22.3,14.9,0.4,0.0,3.9,5.1,0.5,0.2,,4.0,
3358,Bjorg,3229820803401,Crunchy,478.0,2004.0,64.0,23.0,20.0,6.3,7.5,6.0,0.43,0.172,4.0,16.0,0.0
3359,Yeo Valley,5036589254874,Kefir - Mango & Passion Fruit,66.0,278.0,9.2,7.7,1.6,1.0,3.5,,0.15,0.06,4.0,5.0,14.0
3360,Hacendado,8402001012433,Avena chocolate negro,466.0,1952.0,61.0,27.0,20.0,3.4,8.6,6.5,0.7,0.28,4.0,14.0,0.0
3361,fairlife,0811620022118,CHOCOLATE NUTRITION SHAKE,150.0,,4.0,2.0,2.5,1.5,30.0,1.0,0.575,0.23,4.0,,0.0
3362,,6111250474894,Flocons d’avoine,372.0,,58.7,1.3,7.0,1.3,13.2,10.0,0.325,0.13,1.0,-4.0,0.0
3363,Hu,1230000097062,Cashew Butter + Pure Vanilla Bean Dark Chocolate,601.0,,38.0,27.0,44.0,23.0,9.1,8.1,0.2075,0.083,3.0,20.0,16.0
3364,By sainsbury's,00358132,Puffed Wheat,376.0,1592.0,69.6,0.6,2.4,0.6,14.5,9.2,0.001,0.0004,1.0,-7.0,0.0
3365,Tesco,5054269711073,Cocoa Powder,368.0,1524.0,11.1,0.9,21.0,13.0,19.5,28.3,0.08,0.032,1.0,,0.0
3366,,6111250472234,Mayonnaise,653.0,,1.8,1.7,71.1,5.4,1.1,,1.2,0.48,4.0,18.0,54.1714285714286
3367,"Doritos, PepsiCo",3168930173373,Doritos cheese,476.0,2003.0,61.0,3.7,22.0,2.2,6.8,5.5,0.89,0.356,4.0,9.0,14.7
3368,,6111242882041,Rafii,,,,,,,,,,,,,
3369,,6111031005316,Merendina Mini,290.0,,,,50.0,,,,,,,,
3370,,6111024001028,,,,,,,,,,,,,,
3371,Mondelez International,7622201386597,Ritz Cracker,485.0,,61.0,8.6,23.0,10.0,7.8,3.3,1.3,0.52,4.0,22.0,0.0
3372,Philadelphia,7622202013638,Philadelphia original,,,,,,,,,,,,,
3373,,6111246954652,,,,,,,,,,,,,,
3374,"Bio Village, Marque Repère",3564707000246,Lait demi-écrémé,47.0,197.0,4.8,4.8,1.6,1.0,3.3,0.0,0.09,0.036,1.0,-1.0,0.0
3375,Le Gaulois,3266980033613,cordon bleu le gaulois,214.0,896.0,13.0,1.6,11.0,3.0,15.0,1.6,0.825,0.33,4.0,2.0,0.0140624999999996
3376,Kellogg's,5053827111027,Céréales Frosties,375.0,1594.0,87.0,37.0,0.6,0.1,4.5,2.0,0.83,0.332,4.0,18.0,0.0
3377,EntreMont,3123930650064,Comté,410.0,1700.0,0.5,0.5,34.0,22.0,26.0,,0.8,0.32,3.0,11.0,0.0
3378,Oasis,3124480204127,Oasis Pomme-Cassis-Framboise,31.0,,7.5,7.5,0.0,,0.0,,,,4.0,,11.45
3379,Terra Delyssa,6191509900664,Extra Virgin Olive Oil,120.0,,0.0,0.0,13.0,2.6,0.0,0.0,0.0,0.0,2.0,2.0,100.0
3380,Bonne Maman,3045320057294,Galettes Pur Beurre,513.0,,63.0,26.0,26.0,15.0,6.0,1.4,0.8,0.32,4.0,26.0,0.0
3381,"Marque Repère, Épi d'Or",3564700582640,Les craquantes blé complet,396.0,,65.0,2.8,4.3,0.5,12.0,11.0,1.0,0.4,3.0,-1.0,0.0
3382,"Bons mayennais, Vaubernier",3275240312016,Camembert,278.0,1154.0,0.5,0.5,22.0,17.0,20.0,,1.4,0.56,3.0,12.0,0.0
3383,"St Hubert, St hubert omega 3",3366321051525,ST HUBERT OMEGA 3 sans sel,468.0,1924.0,0.0,0.0,52.0,15.0,0.0,,0.0,0.0,4.0,8.0,30.0
3384,"Lidl, Sondey",20928704,Cake aux Fruits - Tranché,396.0,1662.0,59.0,34.0,15.0,1.6,4.4,1.8,0.45,0.18,4.0,16.0,41.3875
3385,Bonne Maman,3608580758693,Confiture Abricots,241.0,1024.0,59.0,59.0,0.1,0.0,0.5,1.1,0.0,0.0,4.0,16.0,65.0
3386,Bezoya,8410128000400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051,0.00204,1.0,0.0,0.0
3387,Crownfield,20422684,Muesli Bars Chocolate,343.0,,68.0,1.5,9.0,2.5,7.6,6.2,0.26,0.104,4.0,1.0,6.375
3388,Evian,3068320084602,"Evian Mineralwasser, PET, 1.5L",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0
3389,U,3256225722075,Biscottes au blé complet x36 tranches de 300g,386.0,1628.0,65.0,3.5,6.0,0.6,13.0,10.0,1.1,0.44,4.0,0.0,0.0
3390,Rügenwalder Mühle,4000405004593,Schinken Spicker Grillgemüse,122.0,502.0,3.88,2.38,9.25,0.75,2.25,7.4,2.3,0.92,4.0,8.0,29.5
3391,Malo,3278692111169,Yaourt au Lait Entier saveur Vanille,97.0,392.0,14.0,14.0,3.1,2.0,3.3,0.0,0.09,0.036,4.0,4.0,0.0
3392,La Mère Poulard,3472860004011,Le Palet pur beurre,517.0,2162.0,65.0,21.0,26.0,17.0,6.8,,0.35,0.14,4.0,23.0,0.0
3393,Auchan,3596710446605,Muesli CroustillantNoix,453.0,1902.0,64.0,18.0,17.0,1.9,9.7,5.9,0.03,0.012,4.0,8.0,18.625
3394,Compagnie des Pêches Saint-Malo,3521042206511,Breizh Surimi saveur crabe x 10 sachets soit 30 bâtonnets,121.0,509.0,12.0,4.0,4.8,0.4,7.5,,1.8,0.72,4.0,7.0,0.4375
3395,"Fin carré, Lidl",20481940,Dunkle Ganze Mandel,574.0,2387.0,43.1,37.3,38.0,16.0,10.3,9.1,0.01,0.004,4.0,23.0,25.0
3396,"Bio Village, Marque Repère",3564707105675,Boisson avoine,49.0,173.0,7.2,5.0,1.2,0.2,0.5,0.8,0.0975,0.039,3.0,6.0,0.0
3397,Gerblé,3175681121263,Pain campagnard Gerblé sans gluten,242.0,,42.0,2.1,4.7,0.6,4.0,7.7,0.99,0.396,4.0,1.0,0.0
3398,Hacendado,8480000207166,Mantequilla sin sal,743.0,,0.8,0.8,82.0,56.0,0.5,,0.05,0.02,2.0,20.0,0.0
3399,"Kerrygold,Ornua Deutschland",4001954165803,"Kerrgold extra XXL, ungesalzen",589.0,,0.5,0.5,65.0,35.0,0.5,,0.02,0.008,2.0,18.0,13.0
3400,Mutti,8005110551215,Pizza Sauce,36.0,150.0,5.4,4.2,0.5,0.1,1.6,,0.75,0.3,4.0,-1.0,82.52
3401,Heinz,50157617,Ketchup,102.0,435.0,23.2,22.8,0.1,0.1,1.2,,1.8,0.72,3.0,14.0,53.125
3402,"Crownfield,Lidl",20353889,Traube-Nuss Müsli 68% Vollkorn,375.0,1573.0,53.6,11.2,10.6,2.7,10.8,10.8,0.07,0.028,3.0,0.0,25.0
3403,Ironmaxx Nutrition GmbH & Co.,20035594,Protein Bar Cookie & Cream Flavour,368.0,1546.0,26.0,2.5,10.6,6.0,50.0,,1.1,0.44,4.0,,0.0
3404,MARS,5000159500258,Celebrations,495.0,2073.0,62.0,55.0,24.0,14.0,5.6,,0.42,0.168,4.0,33.0,0.27965198863636
3405,Hacendado,8480000223111,+Proteínas Natillas Sabor Vainilla,77.0,,5.8,3.6,1.5,1.0,10.0,,0.0975,0.039,4.0,-3.0,0.0
3406,"Nestlé, Winiary",5900085011012,Mayonese,704.0,,2.9,2.3,76.3,5.3,1.5,,0.59,0.236,4.0,15.0,85.67
3407,Herta,3154230802259,HERTA Lardons nature conservation sans nitrite - 2x75g,239.0,992.0,0.0,0.0,19.0,7.0,17.0,0.0,2.2,0.88,4.0,18.0,0.0
3408,"Giovanni Rana, Rana",8001665714587,Cappelletti Jambon Cru,282.0,1188.0,40.0,3.6,7.0,2.6,13.0,3.5,0.84,0.336,4.0,7.0,0.0
3409,Amora,8720182460042,AMORA MUST Miforte 415g,271.0,1134.0,2.6,1.6,25.0,1.8,5.9,2.6,4.5,1.8,4.0,24.0,5.55555555555556
3410,"Lustucru, Lustucru selection",3240931547213,Gnocchi 390g,193.0,815.0,36.0,1.9,2.7,0.4,5.1,2.0,1.1,0.44,3.0,5.0,3.45
3411,Hacendado,8480000679727,Pechuga de pavo,78.0,331.0,0.6,0.6,0.5,0.2,17.8,0.0,1.85,0.74,4.0,2.0,0.0
3412,Kirkland Signature,0096619756803,"Water, Bottled",0.0,,0.0,,0.0,,0.0,,,,1.0,,0.0
3413,Milbona (Lidl),4056489273264,High protein pudding caramel,152.0,,11.0,9.0,3.0,2.0,20.0,,0.001,0.0004,4.0,-3.0,0.0
3414,Quorn,5019503002157,Mince,92.0,384.0,2.3,0.1,1.7,0.5,18.0,7.5,0.14,0.056,4.0,-11.0,0.0
3415,Balconi,8001585008162,Wafers Cocoa,517.0,,62.0,30.1,26.2,21.7,6.7,,0.41,0.164,4.0,26.0,0.0
3416,Thomas Tunnock LTD,5010975070095,Tunnock's  Caramel Wafer Biscuits imp,448.0,1876.0,69.2,34.7,17.4,12.7,3.6,2.5,0.66,0.264,4.0,28.0,0.0
3417,Tesco,5057545619520,Tesco wholemeal bread,92.0,,16.1,1.5,0.7,0.2,4.1,2.5,0.325,0.13,4.0,0.0,0.0895182291666714
3418,Ferrero,8000500390306,Nutella biscuits,515.0,,64.0,35.8,24.8,11.5,7.9,,0.55,0.22,4.0,28.0,13.0000495910645
3419,Clover,5000295136793,Light fat spread,456.0,1878.0,2.0,2.0,49.2,17.6,1.3,,1.4,0.56,4.0,16.0,18.6666666666667
3420,Hovis,5010003000247,Tasty Wholemeal 400g,64.0,,11.0,1.2,0.5,0.1,2.9,2.0,0.9,0.36,4.0,14.0,0.0266183035714285
3421,Maribel,4056489620853,Smooth Peanut Butter,604.0,,12.2,5.9,47.5,6.2,27.3,9.3,0.0,0.0,1.0,-9.0,100.0
3422,Harvest Morn,4088600169927,Muesli,370.0,1562.0,66.0,19.1,5.3,0.8,10.6,8.1,0.03,0.012,4.0,0.0,14.0
